0.25	0.00	0.00	0.068493151	0.106844741	0.14084507	0.098939929	0.000865705	0.606299213	0.137724551	0.001055298	0.40		0	0	1	0	0	0
0.28	0.00	0.00	0.116438356	0.143572621	0.338028169	0.215547703	0.000754717	0.362204724	0.209580838	0.001477417	0.40		0	0	1	0	0	0
0.28	0.00	0.04	0.095890411	0.133555927	0.197183099	0.169611307	0.000776915	0.409448819	0.191616766	0.001477417	0.40		0	0	1	0	0	0
0.58	0.00	0.56	0.068493151	0.105175292	0.225352113	0.190812721	0.000887902	0.330708661	0.149700599	0.001477417	0.60		0	0	0	1	0	0
0.25	0.00	0.00	0.068493151	0.106844741	0.14084507	0.098939929	0.000865705	0.606299213	0.137724551	0.001055298	0.40		0	0	1	0	0	0
0.25	0.00	0.00	0.061643836	0.105175292	0.169014085	0.120141343	0.000865705	0.606299213	0.137724551	0.001055298	0.40		0	0	1	0	0	0
0.29	0.00	0.06	0.047945205	0.095158598	0.197183099	0.187279152	0.000710322	0.440944882	0.077844311	0.001055298	0.40		0	0	1	0	0	0
0.24	0.00	0.00	0.020547945	0.088480801	0.197183099	0.053003534	0.000510544	0.511811024	0.083832335	0.001688476	0.80		0	0	0	0	1	0
0.28	0.00	0.02	0.075342466	0.101836394	0.112676056	0.042402827	0.000754717	0.488188976	0.143712575	0.001160827	0.80		0	0	0	0	1	0
0.26	0.00	0.36	0.356164384	0.098497496	0.225352113	0.339222615	0.000865705	0.480314961	0.281437126	0.002216125	0.40		0	0	1	0	0	0
0.19	0.00	0.08	0.061643836	0.141903172	0.197183099	0.208480565	0.000654828	0.42519685	0.125748503	0.000844238	0.40		0	0	1	0	0	0
0.26	0.00	0.36	0.356164384	0.098497496	0.225352113	0.339222615	0.000865705	0.480314961	0.281437126	0.002216125	0.40		0	0	1	0	0	0
0.09	0.00	0.00	0.047945205	0.128547579	0.211267606	0.187279152	0.000477248	0.661417323	0.113772455	0.001582946	0.40		0	0	1	0	0	0
0.28	0.00	0.29	0.047945205	0.170283806	0.112676056	0.081272085	0.00082131	0.409448819	0.736526946	0.000738708	0.40		0	0	1	0	0	0
0.38	0.00	0.18	0.198630137	0.273789649	0.718309859	0.491166078	0.000954495	0.330708661	0.329341317	0.000844238	0.40		0	0	1	0	0	0
0.38	0.00	0.19	0.205479452	0.263772955	0.704225352	0.501766784	0.000954495	0.338582677	0.359281437	0.000844238	0.40		0	0	1	0	0	0
0.35	0.00	0.56	0.061643836	0.133555927	0.478873239	0.342756184	0.000765816	0.440944882	0.251497006	0.002216125	0.80		0	0	0	0	1	0
0.31	0.00	0.28	0.054794521	0.594323873	0.211267606	0.176678445	0.000754717	0.291338583	0.568862275	0.000949768	0.40		0	0	1	0	0	0
0.25	0.00	0.08	0.239726027	0.123539232	0.070422535	0.081272085	0.00082131	0.503937008	0.101796407	0.000633179	0.20		0	1	0	0	0	0
0.29	0.00	0.51	0.061643836	0.549248748	0.225352113	0.176678445	0.000765816	0.236220472	0.449101796	0.000844238	0.60		0	0	0	1	0	0
0.38	0.00	0.48	0.061643836	0.10851419	0.394366197	0.190812721	0.000754717	0.511811024	0.119760479	0.001055298	0.60		0	0	0	1	0	0
0.27	0.00	0.31	0.095890411	0.116861436	0.309859155	0.229681979	0.0009101	0.614173228	0.191616766	0.001371887	0.40		0	0	1	0	0	0
0.29	0.00	0.21	0.047945205	0.156928214	0.126760563	0.109540636	0.000732519	0.338582677	0.347305389	0.001160827	0.40		0	0	1	0	0	0
0.35	0.00	0.11	0.095890411	0.120200334	0.112676056	0.215547703	0.000754717	0.338582677	0.119760479	0.001055298	0.40		0	0	1	0	0	0
0.20	0.00	0.14	0.102739726	0.121869783	0.281690141	0.120141343	0.000754717	0.543307087	0.179640719	0.001371887	0.60		0	0	0	1	0	0
0.15	0.00	0.16	0.034246575	0.113522538	0.14084507	0.060070671	0.000610433	0.472440945	0.137724551	0.000949768	0.40		0	0	1	0	0	0
0.27	0.00	0.24	0.061643836	0.113522538	0.042253521	0.017667845	0.000688124	0.42519685	0.155688623	0.001160827	0.40		0	0	1	0	0	0
0.29	0.00	0.21	0.047945205	0.156928214	0.126760563	0.109540636	0.000732519	0.338582677	0.347305389	0.001160827	0.40		0	0	1	0	0	0
0.22	0.00	0.00	0.068493151	0.113522538	0.183098592	0.102473498	0.000799112	0.57480315	0.131736527	0.001055298	0.40		0	0	1	0	0	0
0.28	0.00	0.00	0.075342466	0.116861436	0.098591549	0.035335689	0.000710322	0.503937008	0.155688623	0.001477417	0.60		0	0	0	1	0	0
0.19	0.00	0.07	0.102739726	0.128547579	0.225352113	0.268551237	0.000643729	0.480314961	0.125748503	0.001794006	0.40		0	0	1	0	0	0
